ric,adv,market cap
6250.T,0.641798537,433.626738
6251.TW,0.113299197,83.08394196
6254.T,0.027448061,26.61428571
6255.T,1.476862911,38.54147401
6256.T,1.579653392,650.8358663
6257.T,0.11185963,242.3793028
6257.TW,0.459158388,267.6663961
6258.T,6.183122064,839.8086987
6259.TWO,0.004781,7.470404258
6261.TWO,0.424214254,186.9249525
6262.T,0.482922898,145.0378894
6263.TWO,0.073570689,89.81891395
6264.T,0.353297872,49.1687405
6264.TWO,0.02174666,33.36904441
6265.T,0.011500069,19.04416793
6265.TWO,0.081260357,28.37829853
6266.T,4.271600623,115.6878562
6266.TWO,0.056350178,35.01238977
6267.T,0.008688692,29.50729103
6268.T,16.09451476,3684.600844
6269.T,2.051210452,950.4919453
6269.TW,12.92468269,824.6456216
6270.TWO,0.021370556,23.4187803
6271.T,0.010790144,271.2043142
6271.TW,3.93361539,546.7712584
6272.T,0.55131623,214.3962766
6272.TWO,0.003944124,15.06144717
6273.T,54.53920088,19670.72659
6274.T,0.463319114,127.3915036
6274.TWO,2.508648842,262.0492262
6275.TWO,0.08456089,24.44808835
6276.T,0.005980157,17.77410239
6276.TWO,0.009324923,7.494804765
6277.T,0.794771518,263.4989311
6277.TW,0.316193081,301.2099612
6278.T,0.358108939,536.893771
6278.TW,0.56399946,248.9385914
6279.T,0.337293192,272.5303951
6279.TWO,1.940225931,437.8555581
6281.T,0.002662165,44.50132979
6281.TW,0.045691284,188.7758305
6282.T,1.164745182,654.7744965
6282.TW,1.77035912,380.9171433
6283.TW,0.583912799,40.22805842
6284.T,0.573735493,275.1048123
6284.TWO,0.232588379,73.93963475
6285.TW,7.369643157,952.1326136
6286.T,0.003609638,34.30101549
6287.T,1.807719544,759.921784
6287.TWO,0.001414454,15.88005459
6288.HK,0.015226091,36251.23616
6289.T,0.403231556,440.5553022
6289.TW,0.006678139,11.03143677
6290.TWO,0.378770825,115.6468299
6291.T,0.07826588,54.47660049
6291.TWO,0.000971929,2.668431502
6292.T,0.029265983,33.00930851
6292.TWO,0.012358209,40.35136334
6293.T,0.329912744,168.8170213
6294.T,0.103495829,55.95925627
6294.TWO,0.346675799,63.53625792
6295.NG,0.0070284,46.89993351
6297.T,0.167161293,54.87035984
6298.T,2.094830323,120.564762
6298.TWO,0.062887742,81.73120295
6299.T,0.073497945,316.1835106
6300.T,0.77187487,39.41945289
6301.T,91.36857544,21608.00065
6302.T,19.19989811,3286.274022
6303.T,0.010657727,70.60787424
6305.T,21.97040921,4503.358128
6306.T,0.139799755,138.4401618
6307.T,0.016923701,17.50074563
6309.T,0.539777304,153.4757675
6310.T,0.893649402,554.5391693
6312.T,0.838565341,308.1231003
6314.T,0.584009049,28.96846505
6315.T,2.764130889,271.6560978
6316.T,0.08593016,83.59928191
6317.T,0.335107419,160.143929
6319.T,0.218508436,128.7756459
6322.T,0.212001243,66.74136541
6323.T,9.438847921,318.0159574
6324.T,4.488566032,2642.324704
6325.T,0.05452758,75.66489362
6326.T,56.17343901,19954.4179
6327.T,2.503235182,33.64776216
6328.T,0.077105986,80.93973214
6330.T,2.037749983,653.7512958
6331.T,0.23784799,156.3546353
6332.T,0.42350278,522.2177907
6333.T,0.160465512,155.9850977
6334.T,0.011326074,15.37969521
6335.T,1.610115881,66.02867021
6336.T,0.016873489,30.83255551
6337.T,0.054185548,32.87840335
6338.T,0.236914548,39.22492857
6339.T,0.555202404,480.590048
6340.T,0.808922138,581.5537849
6342.T,0.023182768,22.08396657
6343.T,0.545731728,81.39125144
6345.T,0.633315401,624.1245987
6346.T,0.021666465,35.60790274
6347.T,0.072624085,19.34312191
6349.T,2.893452784,808.238378
6351.T,0.200344449,401.7934909
6355.T,0.166387037,171.7045148
6356.T,0.084256917,43.81117021
6357.T,0.219661422,129.2721137
6358.T,0.165555488,87.44260213
6360.T,0.009460918,19.72226444
6361.T,24.67062427,2753.918529
6362.T,0.115085314,56.10585106
6363.T,0.335640932,326.2020495
6364.T,0.156490053,198.5622594
6365.T,0.01692232,81.08206972
6366.T,10.97989301,2297.12659
6367.T,92.61979859,27883.13487
6368.T,0.282520638,247.6950242
6369.T,0.337462438,232.915239
6370.T,8.241123023,2834.233885
6371.T,3.216218655,1541.727866
6373.T,0.119685169,104.3963184
6376.T,2.336498644,651.2766553
6378.T,0.161743317,69.8537234
6379.T,0.553704537,346.187994
6380.T,0.014397969,13.23966219
6381.T,0.555210564,417.5343538
6382.T,0.014515837,77.53191489
6383.T,16.1170224,2251.938903
6384.T,0.281403055,64.32330927
6387.T,0.071497479,69.6723734
6388.HK,0,9956.690161
6390.T,2.179822508,286.785355
6391.T,0.072417277,43.57009878
6392.T,0.025148522,31.45896657
6393.T,0.109665135,80.54779286
6395.T,15.13170852,1452.696801
6396.T,0.004341237,19.57446809
6397.T,0.328218258,11.12450407
6400.T,0.036549073,10.49190729
6401.TWO,0.001625069,18.48496927
6402.T,0.026722377,48.99152736
6403.T,0.302794712,61.00373628
6404.TWO,0.167877307,19.33778954
6405.T,0.114025542,75.57731763
6405.TW,0.019842689,31.72733289
6406.T,0.888235441,1083.026762
6407.T,4.543285136,816.8597298
6408.T,0.008995493,42.04949772
6409.T,0.45143345,255.8891261
6409.TW,1.471039284,1195.550637
6411.T,0.032715486,240.2645327
6411.TWO,2.280577064,107.4179068
6412.T,5.958109759,2327.424414
6412.TW,5.266382906,588.5323291
6413.T,0.628795075,836.1850164
6414.T,0.006765508,101.5107333
6414.TW,8.882800356,1185.593252
6415.TW,2.84779053,1178.045409
6416.T,0.378399592,16.51595745
6417.T,8.788001477,3165.869111
6417.TWO,0.164657893,38.77796792
6418.T,4.781264982,422.6280063
6419.T,0.206197672,445.8541033
6419.TWO,0.010453051,10.59496525
6420.T,1.174627401,741.9662462
6422.TW,0.305739326,76.6499722
6424.T,0.003684115,26.30414134
6425.T,3.81130535,2388.025503
6425.TWO,0.018751979,29.45888248
6426.TWO,0.00642512,36.32892124
6428.T,1.388089165,158.5771277
6430.T,0.480397425,233.52608
6431.TW,0.007032423,13.06099524
6432.T,17.29043097,942.0020517
6432.TWO,0.018092862,16.27998292
6433.T,0.168057043,12.21950988
6435.TWO,0.143711173,41.88751064
6436.T,2.452554746,1353.599013
6438.TWO,0.130218811,62.65122435
6439.NG,0.001920852,12.16156915
6440.T,1.356332853,220.7647346
6441.TWO,0.033424431,43.62223929
6442.TW,0.491215678,100.2552709
6443.TW,1.050361064,149.9931691
6444.T,2.375344536,431.8714576
6445.T,1.057155421,141.8493984
6446.TWO,4.710239718,1135.404853
6448.T,21.90720641,5042.991182
6449.TW,1.473883951,76.0018484
6451.TW,7.877060724,321.0123097
6452.TW,9.775696599,965.8535817
6454.T,0.531024195,587.7258976
6455.T,0.630864275,657.3408952
6456.TW,6.563208294,834.7687397
6457.T,7.462033495,2242.737865
6457.TWO,0.020456922,28.59058773
6458.T,0.583838681,339.8948124
6459.T,0.192955107,452.9186192
6460.T,21.22970952,3970.177406
6461.T,0.248841056,126.7895731
6462.T,0.448031008,388.8996179
6462.TWO,3.607419458,498.9766607
6463.T,2.217903858,1035.019467
6464.T,1.903102549,626.9161379
6464.TW,0.267196933,511.4838328
6465.T,16.70017097,6431.25558
6465.TWO,0.051743143,45.85015503
6466.T,0.018896665,27.60525266
6467.T,0.031566127,40.07254749
6469.T,4.409963388,87.53137538
6469.TWO,0.063554357,60.5170086
6470.T,0.562694676,384.3575676
6470.TWO,0.116456954,48.01718068
6471.T,25.34302237,6147.309594
6472.T,16.61626744,2033.152905
6472.TWO,0.011829997,49.28458101
6473.T,18.0884913,5380.152038
6474.T,5.06081661,946.7835714
6477.TW,0.19162599,45.99543944
6478.T,0.01600278,39.39338093
6479.T,29.57030395,4056.890517
6479.TWO,0.024862696,86.23838518
6480.T,0.438769947,290.4311626
6481.T,22.16235057,2775.547295
6482.T,0.913985303,421.1032875
6482.TWO,0.024784967,27.04441713
6484.T,0.016416396,93.58443742
6485.T,0.124071135,166.8170593
6485.TWO,1.088525337,53.25155999
6486.T,1.831844562,704.2092828
6486.TWO,0.49185134,55.15811037
6488.T,0.018258367,46.12774203
6488.TWO,3.878985796,896.04015
6489.T,0.981102083,70.82153024
6490.T,0.20597381,253.5638753
6492.T,0.027764921,44.6206307
6493.T,0.490776846,99.64235676
6494.T,0.059344087,19.54591484
6494.TWO,0.089438583,26.78485015
6495.T,0.133296879,52.89601624
6496.T,0.072428502,91.37849544
6496.TWO,0.092519603,90.59554379
6497.T,0.014749197,64.87660334
6498.T,1.522723085,639.645438
6499.TWO,0.613870229,252.0267085
6501.T,109.8858017,24433.59816
6502.T,136.9344012,15259.07037
6503.T,73.65193959,28920.32484
6504.T,12.48980424,3502.693472
6504.TW,0.341529653,310.0217453
6505.T,0.248851116,136.8522036
6505.TW,13.75304815,31522.03739
6506.T,27.47828963,4212.635795
6506.TWO,0.247982877,53.04489613
6507.T,1.064094449,268.8038192
6508.T,2.91906345,774.0719798
6508.TWO,0.038764509,66.9492078
6509.TWO,0.545493623,97.4613392
6510.TWO,17.91021449,1052.790296
6512.TWO,0.049324266,31.12098579
6513.T,0.088150646,88.77736274
6514.TWO,0.013239022,20.46278025
6516.T,1.119079425,397.98788
6517.T,0.490504715,282.2716375
6518.T,0.012825539,32.56743921
6521.TWO,0.004539061,22.24214932
6523.TWO,0.828399771,310.4333105
6525.TW,0.705868849,154.8064214
6531.T,20.83041975,80.43300817
6531.TW,0.813734041,179.0399943
6532.TWO,0.915928849,30.79845585
6533.TWO,0.236667819,77.47187702
6534.TWO,0.350198881,437.8746336
6535.TWO,2.473548474,169.5677993
6538.TWO,0.768203327,83.55393779
6539.TWO,0.062656048,197.7307743
6542.TWO,0.249307342,82.5392323
6548.TWO,2.186570905,237.4798631
6552.TWO,0.166535339,109.0101163
6554.TWO,0.319330781,270.3032751
6568.TWO,1.110621134,117.87152
6569.TWO,0.262353252,114.7205645
6581.T,3.566111754,1046.258877
6584.T,0.457186766,250.2803951
6586.T,26.22150197,9628.261991
6588.T,2.549148591,1269.943072
6590.T,0.347998843,121.3321022
6591.T,0.09069408,54.9587766
6592.T,15.93712567,4038.369842
6594.T,129.1011378,29026.95572
6603.TWO,0.023011417,40.70526671
6605.TW,1.408275299,512.6402836
6609.TWO,0.080836054,52.7208991
6615.T,0.108714338,182.2349681
6616.T,1.083666413,128.7896809
6617.T,1.474531077,301.1611146
6618.T,0.791719052,31.82239172
6619.T,24.08070803,549.0905091
6620.T,0.06431598,76.58278322
6622.T,1.949652442,781.3306249
6623.NG,0.024421974,161.2374117
6624.T,0.837710046,127.3402053
6625.T,0.031587455,41.78076569
6626.T,0.009297199,32.49368541
6627.T,0.210190272,66.30357143
6628.T,0.299656587,88.038108
6629.T,0.107867159,44.81540426
6630.T,2.849905015,183.1715885
6632.T,7.123771976,382.8842923
6633.T,0.092830029,38.91572456
6634.T,0.229636856,65.24315269
6635.T,0.004069235,14.48993161
6636.T,0.287237842,40.09222895
6637.T,0.102690358,94.68037614
6638.T,0.21404428,178.9468085
6639.T,0.0273156,47.20554711
6640.T,0.468290317,188.2268047
6641.T,9.729063666,1623.427292
6643.T,0.102095278,101.4997974
6644.T,4.86825392,440.3801479
6645.T,36.1570142,8251.046527
6647.T,0.00962196,20.97976824
6648.T,0.035292683,81.50668693
6651.T,1.102689581,629.806231
6652.T,0.258207766,343.1054172
6653.FU,0.004085555,54.50012918
6654.T,0.05305048,87.6699848
6655.NG,0.002560963,29.74178215
6656.T,0.649958682,25.59267857
6657q.L,0.006741033,7155.344994
6658.T,5.063541422,43.27674772
6659.T,0.036311567,36.80371391
6661.T,0.092032502,42.82009878
6662.T,3.91121546,63.07942249
6663.T,0.238842265,27.83862082
6664.T,0.029282217,33.73974164
6666.T,0.513098016,26.54596501
6668.T,3.870111046,54.80425532
6669.T,0.018456886,55.83533876
6670.T,3.292311326,432.3875237
6674.T,7.141849009,1787.390719
6675.T,0.4266169,131.0920046
6676.T,1.849851521,586.1521426
6677.T,0.243876589,114.2455091
6678.T,0.157515975,149.106383
6701.T,25.59758868,6877.998409
6702.T,83.45855416,11962.37729
6702.TW,0.057530849,147.2800616
6703.T,5.70667346,1262.534436
6704.T,0.271842187,72.76844578
6706.T,0.422279117,384.6307936
6707.T,4.440973422,448.17965
6709.T,0.058435514,118.5681589
6715.T,0.106620441,84.03027264
6716.T,0.00500829,19.62188165
6718.T,0.127039324,319.1268997
6719.T,0.049852126,40.29817192
6721.T,0.186277848,13.02661854
6722.T,0.019261191,51.53494776
6723.T,3.426222757,10625.385
6724.T,34.6020853,8062.540544
6727.T,2.52507262,499.89231
6728.T,10.74591263,1568.157415
6730.T,0.206274048,89.90155446
6731.T,0.29565872,28.05789365
6734.T,0.122424314,12.25512918
6736.T,1.025217386,149.4215426
6737.T,1.27953397,639.313875
6740.T,25.49896087,1171.062305
6741.T,2.593906725,604.9829419
6742.T,0.219905792,229.8160775
6743.T,0.014555989,62.2962766
6744.T,0.489221945,910.6425446
6745.T,0.317424789,342.4828267
6747.T,0.081363982,128.3795101
6748.T,0.100697016,52.92458207
6750.T,2.020457352,805.9267925
6751.T,0.511208207,436.8578466
6752.T,65.17801154,25315.75441
6753.T,28.24540705,8141.189974
6754.T,5.941763911,729.4082776
6755.T,18.06971884,2404.972471
6756.T,14.63634011,2031.865687
6757.T,0.042035524,49.94300912
6758.T,179.387537,39594.4977
6762.T,72.86335918,8985.674494
6763.T,0.081914462,77.06560334
6767.T,7.384202689,526.0857649
6768.T,1.512008238,335.7087668
6769.T,0.408746891,127.1752327
6770.T,75.38843115,4926.962016
6771.T,0.199062241,95.50086041
6772.T,0.038548287,17.72297682
6773.T,11.18027308,883.8892382
6775.T,0.103277407,40.01242614
6776.T,0.277196739,31.02857143
6777.T,0.108510163,56.01085011
6778.T,0.32442871,55.58457447
6779.T,0.21820578,166.8045938
6785.T,0.050490208,62.72672872
6786.T,2.494199192,135.0470912
6787.T,0.153379473,96.23532447
6788.T,3.993395966,393.0414932
6789.T,0.581470581,296.4519655
6791.T,0.178514481,79.06466489
6794.T,4.248349207,473.4933074
6796.T,5.496617246,913.1176187
6797.NG,0.006192318,23.72870441
6798.T,1.046355606,291.3658815
6800.T,0.157483334,140.0158031
6803.T,8.108004628,123.6632887
6803.TWO,0.369073281,364.6767223
6804.T,2.741889982,515.8069475
6806.T,10.54537554,5253.481872
6807.T,9.254064486,1331.759703
6808.HK,4.927287282,6827.254814
6809.T,0.228368291,312.299359
6810.T,4.585583854,973.8066394
6814.T,0.78765068,246.9040797
6815.T,0.217946515,90.559337
6816.T,4.318394541,920.0312252
6817.T,1.735694598,266.0985077
6818.HK,2.880703272,25550.3227
6819.T,0.04374551,19.75918694
6820.T,0.288652986,272.231193
6822.T,0.087712852,41.74867021
6823.T,0.634488205,179.3711854
6824.T,0.04646445,125.5145517
6826.T,0.966880483,146.5503932
6828.HK,3.792889075,754.0169832
6832.T,0.03408888,281.1930091
6834.T,0.11495458,108.2483998
6835.T,0.115883488,52.83089661
6836.T,0.458856944,30.97568389
6837.T,0.066079632,43.33860182
6838.T,3.367284644,49.76780015
6839.T,1.230576299,293.4254424
6840.T,0.3513354,19.29669645
6841.T,20.16681434,3766.050311
6844.T,1.25985381,453.7010617
6845.T,5.469685384,2218.950172
6846.NG,0.006728162,6.592947378
6848.T,0.074729509,92.52948138
6849.T,6.408744258,2163.157554
6850.T,0.059898539,97.52625935
6852.T,0.011107609,19.49171353
6853.T,0.178873955,100.476516
6855.T,0.306330435,55.20017325
6856.T,10.67669289,2032.102418
6857.T,27.64544358,2788.399683
6858.T,0.092223551,113.231383
6859.T,1.07453492,325.0515384
6860.T,0.145688726,345.3541633
6861.T,100.4641709,44353.98492
6862.T,0.384865467,31.63895053
6863.T,0.015639507,49.66357743
6864.T,0.015320703,40.1637538
6866.T,0.219283081,270.8162428
6867.T,0.007414859,10.23264492
6868.HK,0.013978554,395.6181367
6869.T,31.4586108,14240.13592
6870.T,0.091478093,69.63233283
6871.T,4.131920722,456.2156079
6874.T,0.014460486,58.64057371
6875.T,4.494964597,406.1480851
6877.T,1.242471375,912.8371476
6878.HK,0.679792945,349.5868889
6879.T,6.194759732,266.9017741
6881.HK,15.75396687,9051.47962
6881.T,0.685542104,97.82459201
6882.T,0.089991797,66.74107143
6888.T,0.180267123,27.07158625
6889.T,0.334234682,232.9217325
6890.T,1.964538201,371.9129031
6894.T,0.027449744,18.6624
6895.T,0.009277425,29.72164514
6896.NG,0.017170964,124.2356098
6897.T,0.106023073,43.05718085
6898.T,0.014254197,9.622476558
6899.HK,0.446975899,392.635765
6899.T,1.920492971,52.4170401
6901.T,0.032006424,42.28400456
6902.T,114.079221,33775.07311
6904.T,0.020538348,49.80697188
6905.T,0.365701333,447.8305851
6907.T,0.037387011,69.54711246
6908.T,3.34877556,690.0154596
6911.T,0.165170973,122.65606
6912.T,0.00907161,58.20763678
6914.T,1.441130621,430.5840304
6915.T,0.463274299,290.5502592
6916.T,0.687394394,135.8770178
6918.T,1.816341099,101.9530526
6919.T,0.022334554,50.67369871
6920.T,2.330843724,446.8931763
6923.T,16.69049837,4893.464096
6924.T,2.363284488,116.9234576
6925.T,3.583621382,1694.961108
6926.T,0.038638047,85.12852149
6927.T,0.208284661,90.33508074
6928.T,0.057872729,39.34776938
6929.T,1.324507504,484.1102078
6930.T,0.018561844,72.80395137
6932.T,0.09418598,116.0715945
6935.T,0.615813588,528.5664311
6937.T,0.986601098,227.4316109
6938.T,0.094573691,42.37841945
6941.T,1.630524705,182.0619759
6942.T,0.184469985,32.73260638
6943.T,0.022241555,36.73220745
6944.T,0.163952836,42.1925095
6945.T,0.805237937,288.3279328
6946.T,0.054516959,48.38525836
6947.T,0.299638756,240.2299839
6951.T,1.548861909,414.8829141
6952.T,37.79333341,3692.393814
6954.T,162.1360398,37866.26603
6955.T,0.56757262,242.3350624
6957.T,0.216049323,142.1037272
6958.T,1.756353145,331.2335742
6960.T,0.223210832,1159.130319
6961.T,1.677629352,568.9121072
6962.T,0.131359146,95.46328706
6963.T,31.17603361,5862.082067
6964.T,0.010864103,30.78963511
6965.T,8.900685186,5100.052692
6966.T,0.314245216,289.6201469
6967.T,4.354817327,884.6264061
6969.T,0.322021363,15.39095745
6971.T,45.99256403,18439.75228
6972.T,0.3352018,50.03472259
6973.T,0.093555713,41.55734941
6976.T,13.02152287,1296.59404
6977.T,0.126303882,13.89817629
6981.T,104.0998631,31517.21799
6982.T,0.198804918,16.88115502
6985.T,0.296559823,200.0428688
6986.T,1.497739534,713.2428802
6988.T,59.02265159,12211.61293
6989.T,0.124407208,115.9776926
6993.T,0.325386329,58.717844
6994.T,0.165164324,199.0945659
6995.T,10.864846,1772.261195
6996.T,1.065158452,671.2386018
6997.T,1.511331255,285.1376658
6998.T,0.211021259,40.64477204
6999.T,0.365012607,373.7299746
6A6.BB,0.013357989,95.46876004
6A7.BB,0,NULL
6A8.BB,2.78614E-05,4.611493842
6A9.BB,0,1.012288437
6AB.BB,0.006317731,137.0508395
6AD.BB,0,NULL
6AK.BB,0,NULL
6AM.BB,0.000737848,139.193513
6AN.BB,0.001211315,18.46170404
6AR.BB,0.00014398,9.10773993
6B2.BB,0,NULL
6B4.BB,0,NULL
6B5.BB,0,NULL
6B6.BB,0,0.114273795
6BMA.BB,3.63787E-05,0.548068748
6C4.BB,0.036482593,187.1401014
6C8.BB,0.001938424,2.67332664
6C9.BB,0,1.132885213
6EC.BB,0,NULL
6EE.BB,8.03958E-07,0.675771013
6EG.BB,6.61719E-05,20.46974955
6F2.BB,0,NULL
6F3.BB,0.001035777,14.21732073
6I1.BB,0,NULL
6I2.BB,0,0.005082068
6L1.BB,0.00011672,1.365461847
6M1.BB,0,NULL
6N2.BB,0,1.004016064
6N3.BB,0.005785719,29.11811485
6P1.BB,5.72297E-06,0.280730522
6P2.BB,0,NULL
6R1.BB,0,0.55261839
6R3.BB,0,0.162154172
6S2.BB,0,0.313052159
6S3.BB,0,0.004814605
6S4.BB,0.004359723,0.969452449
6S5.BB,0.003636541,23.20392682
6S6.BB,0.006969154,52.63303241
6S7.BB,0.001647286,11.46916046
6S8.BB,0,NULL
6S9.BB,0,NULL
6SE.BB,0,NULL
6SI.BB,0,NULL
6SN.BB,0,6.442436412
6SP.BB,1.48755E-05,0.780901383
6SR.BB,0,NULL
6ST.BB,0,NULL
6SV.BB,0,0.227464073
6TM.BB,0,NULL
6TR.BB,0,0.507585899
7003.T,7.883613826,1160.287945
7004.T,5.04545325,858.5114137
7011.T,61.49653491,14919.93182
7012.T,40.54038452,4919.73451
7013.T,38.13646337,4099.136324
7014.T,1.353701601,464.9347707
7018.T,0.446575366,37.8781345
7021.T,0.020257236,36.21485562
7022.T,1.550214407,87.94072948
7102.T,0.395131597,374.9599611
7105.T,1.118289065,634.0633563
7122.T,0.471733732,154.7293933
7148.T,6.48262171,826.3595517
7150.T,0.05685691,68.69369301
7157.T,0.083135232,167.7583587
7161.T,0.192178045,297.3198637
7162.T,0.978330858,39.12589191
7164.T,10.80572327,2868.117376
7167.T,16.82984142,4188.513027
7169.T,0.127947292,205.2623195
7172.T,1.893417121,370.6193389
7173.T,2.272540498,991.2959876
7175.T,0.001455556,21.98138298
7176.T,0,16.54331307
7177.T,0.153968163,873.0813015
7180.T,7.399875829,3089.760036
7181.T,7.137212671,12418.31307
7182.T,29.43725438,53001.51976
7183.T,2.667601547,125.7993778
7184.T,0.220971997,323.5059669
7185.T,1.516340451,78.30056991
7186.T,19.70662056,5996.571409
7187.T,0.592203086,38.30300152
7201.T,139.5135384,42774.26805
7202.T,33.56112956,10363.52158
7203.T,365.4884233,191598.7732
7205.T,22.16370467,6205.342197
7208.T,0.125641536,46.7794156
7211.T,86.84949857,8365.852537
7212.T,0.621484138,199.5378989
7213.T,0.082821524,108.9208511
7214.T,0.041751779,51.44115843
7215.T,0.063181602,111.2853334
7217.T,0.010940522,27.48602536
7218.T,0.018574839,67.69973404
7219.T,0.00170325,37.3100304
7220.T,3.164504223,761.0334347
7222.T,1.968101988,1633.93068
7224.T,2.507859992,714.2857143
7226.T,0.64522343,495.656275
7227.NG,0.003356418,38.00146277
7228.T,0.010786604,30.12963526
7229.T,0.057863576,291.3886778
7230.T,3.030378342,1036.367044
7231.T,0.795197827,555.2830004
7235.T,0.139427285,90.68389058
7236.T,0.597963871,187.0516475
7238.T,1.135790921,254.4689549
7239.T,1.794425212,609.9192121
7240.T,9.766249914,3902.524205
7241.T,1.012952041,401.8804589
7242.T,4.263683856,1171.494936
7244.T,0.442677535,286.9808816
7245.T,0.673270327,482.5346114
7246.T,1.82295774,552.2765682
7247.T,0.071534177,114.1664734
7248.T,15.30381968,3451.855711
7249.NG,0.011221159,30.45557086
7250.T,1.870721971,670.9256318
7251.T,4.566918607,1204.509039
7254.T,0.073532355,56.00294761
7255.T,0.009830711,16.2993921
7256.T,1.276231607,438.3519976
7259.T,41.3949671,12945.1955
7260.T,0.274122686,202.0185638
7261.T,75.65406902,9854.527364
7264.T,0.025797916,78.15894187
7265.T,0.053953095,26.32408815
7266.T,0.253913676,185.718686
7267.T,113.3825588,54198.32404
7268.T,0.006015992,16.5843465
7269.T,82.65314145,17269.88032
7270.T,102.8398094,29954.60752
7271.T,0.10550152,62.30898531
7272.T,38.40508587,7667.669578
7273.T,0.515103879,21.77398366
7274.T,2.718773055,422.4136694
7276.T,24.39311965,8231.905965
7277.T,0.162894446,120.4598944
7278.T,3.096047337,1291.925029
7279.T,0.350983654,1041.813244
7280.T,2.193472688,664.5903953
7282.T,8.524582801,2992.156693
7283.T,0.772601159,506.1625342
7284.T,0.035636441,36.03339948
7287.T,1.08550316,1179.621907
7291.T,0.229881744,181.0469225
7292.T,0.104270776,228.9513678
7294.T,1.930842645,391.0183316
7296.T,5.244787925,1150.088041
7297.T,0.004367962,38.63523941
7298.T,0.043610847,204.8470925
7299.T,0.027842636,72.45036569
7305.T,0.089092291,84.40948324
7308.NG,0.001331514,28.35970745
7309.T,50.98479207,15808.54863
7312.T,1.846560859,288.317064
7313.T,4.969007711,1862.120061
7314.T,0.015290783,15.793769
7315.T,0.083438191,184.8888267
7399.T,0.01468465,31.33571429
7402.TWO,0.022575024,40.46914417
7404.T,0.068147796,308.3541367
7408.T,0.986085201,557.5397339
7412.T,1.350908227,1208.966106
7413.T,0.005461194,12.19614362
7414.T,0.174830884,261.1209158
7416.T,0.102522926,125.2665502
7417.FU,0.005091142,65.97476729
7419.T,1.931760198,620.4790585
7420.T,0.123099009,127.1688089
7421.T,1.189127133,571.6846125
7422.T,0.004096867,23.34665653
7425.T,0.005512573,19.83660182
7426.T,0.005298857,12.34961968
7427.T,0.111666811,37.2697084
7432.T,0.007319443,32.09527207
7433.T,0.211638876,221.0132345
7434.T,0.004981176,73.25322948
7435.T,0.023565082,44.98156725
7438.T,0.223918123,211.1114647
7441.FU,0.001129887,109.4011176
7442.T,0.081251857,156.8695874
7443.T,0.012950789,33.99515578
7444.T,0.007085132,55.82155623
7445.T,3.404259248,282.8614884
7446.T,0.003628851,22.15805471
7447.T,0.558195721,833.143845
7448.T,0.115497332,21.27003687
7450.T,0.016162916,149.3573898
7451.T,1.331136666,1901.997654
7453.T,60.54066127,6016.714286
7455.T,0.077601936,237.4775209
7456.T,0.165266648,406.3896265
7458.T,5.92067668,2479.468456
7459.T,6.442123169,4243.410469
7460.T,0.014997712,143.643693
7461.T,0.00507996,63.44224924
7462.T,0.016173105,5.568280775
7463.T,0.253329865,493.7600729
7464.T,0.005897261,17.23974164
7465.T,0.032499698,207.0273461
7466.T,0.108122928,107.4374202
7467.T,0.201341185,155.5674582
7472.T,0.006551059,98.49924012
7475.T,0.191938381,167.3851544
7476.T,1.147016398,921.6123969
7477.T,0.012250881,11.86835106
7480.T,0.078762391,139.7527983
7481.T,0.036604293,90.89732143
7482.T,0.119582671,248.3846545
7483.T,0.951228844,775.3456404
7485.NG,0.066285144,581.6489362
7486.T,0.007717515,70.2156155
7487.T,0.093150171,163.6888742
7488.NG,0.002755423,58.14574468
7490.T,0.009918658,58.11170213
7494.T,0.27927056,147.6272399
7500.T,0.041458492,55.00176031
7501.T,0.010222394,15.51346462
7502.T,0.010197223,40.81486339
7504.T,0.136815505,209.9782644
7505.T,0.009232091,39.34065851
7506.T,0.032156587,66.02514356
7508.T,0.168687224,172.1520479
7509.T,0.014560738,48.6043845
7510.T,0.063693743,152.2310391
7512.T,0.283384999,541.7491754
7513.T,0.166337472,175.3924173
7514.T,0.081136364,94.44220278
7515.T,0.00419617,32.99530804
7516.T,3.116650793,697.7271593
7517.T,3.159624119,763.5949673
7518.T,2.85963923,603.6664134
7519.T,0.187082067,16.87442646
7520.T,0.252436058,131.5252184
7521.T,0.084849363,118.2532295
7522.T,0.655886467,451.7915652
7523.T,0.100422251,73.00072713
7524.T,0.088751554,66.92182371
7525.T,0.043213897,108.3282675
7527.T,3.70645521,114.7034164
7531.T,0.002190695,114.7393617
7532.T,20.24143151,6000.679732
7533.FU,0.017812716,59.1512462
7537.T,0.224627357,159.5998176
7538.T,0.01695686,27.73804738
7539.T,0.020933355,79.76898005
7544.T,0.018005837,21.74208981
7545.T,4.778143997,957.7721537
7550.T,10.08618338,2756.010855
7551.T,0.069566351,91.39955454
7552.T,1.762432086,257.6785714
7554.T,0.334713794,248.722709
7555.T,0.003482488,41.79331307
7559.T,0.01354915,69.31834726
7561.T,0.101600062,99.9038804
7562.T,0.044124542,91.91634688
7564.T,0.172048563,1286.630704
7565.T,0.013215408,25.99734043
7567.T,0.018995665,9.427716565
7570.T,0.048869854,147.0920973
7571.T,0.196871373,27.85191803
7575.T,9.947510319,1176.627727
7577.T,0.025045938,40.03609422
7578.T,0.006641165,28.84464375
7581.T,9.260923295,1368.872026
