Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30,16/12/1-17/4/30
Exxon Mobil Corp,XONz.F^G96,Europe,346174.0878,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
JPMorgan Chase & Co,CMBz.F^D96,Europe,310760.7949,0,Financials,Banks,,,,,,,,
Procter & Gamble Co,PG.F^A96,Europe,223356.4645,0,Consumer Staples,Household Products,,,,,,,,
Nestle SA,NESZn.F^G98,Europe,240035.2828,0,Consumer Staples,Food Products,,,,,,,,
Nestle SA,NESZ.BE^K94,Europe,240035.2828,0,Consumer Staples,Food Products,,,,,,,,
Visa Inc,3V61b.BE^B08,Europe,210322.9701,0,Information Technology,IT Services,,,,,,,,
Novartis AG,SANZ.SG^B97,Europe,202360.2732,0,Health Care,Pharmaceuticals,,,,,,,,
Coca-Cola Co,KOz.F^I95,Europe,184360.9325,0,Consumer Staples,Beverages,,,,,,,,
International Business Machines Corp,IBM.F^A96,Europe,150591.9555,0,Information Technology,IT Services,,,,,,,,
Citigroup Inc,TRVb.DE^C04,Europe,163458.8375,0,Financials,Banks,,,,,,,,
Koninklijke Nederlandsche Petroleum NV MIJ,RDak.DE^G05,Europe,NULL,0,NULL,NULL,,,,,,,,
Altria Group Inc,MOz.F^I00,Europe,138946.013,0,Consumer Staples,Tobacco,-19.28415813,-11.45833333,-25.65646143,-16.03553291,-2.728769524,30.84019452,,
Total SA,TOTB.DE^C10,Europe,127601.046,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
Mastercard Inc,MAa.BE^H06,Europe,124839.5652,0,Information Technology,IT Services,,,,,,,,
BP PLC,BPEz.F,Europe,112726.5745,0.012919552,Energy,"Oil, Gas & Consumable Fuels",19.01508668,24.39441239,1.131990753,-18.70053581,7.919635477,6.711669248,7.080036764,-3.05642918
British American Tobacco PLC,BTI.F^J98,Europe,125870.681,0,Consumer Staples,Tobacco,,,,,,,,
SAP SE,SAPG.DE,Europe,122971.966,200.3921437,Information Technology,Software,73.52941176,3.382352941,141.1470588,133.257468,8.231996482,-55.1178451,17.27168514,18.7540307
SAP AG,SAPGe.F^C97,Europe,NULL,0,Information Technology,Software,,,,,,,,
SAP AG,SAPG_p.F^F01,Europe,NULL,2.974148402,Information Technology,Software,89.5465995,5.793450881,156.675063,142.6190476,14.23102791,-55.49586057,,
Siemens AG,SIENe.DE^B14,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGn.DE,Europe,121614.7164,253.4344781,Industrials,Industrial Conglomerates,98.45725019,30.53435114,146.1033971,88.53535102,84.18060688,-25.16129033,31.95574191,27.42906468
Siemens AG,SIEGe.F^B99,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGne.F^A02,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIECe.SG^B15,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIENGe.DE,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGne.DE^C06,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEFe.DE^A16,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIENne.DE^A13,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGne.F^H03,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGne.DE^D04,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGne.DE^J05,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Siemens AG,SIEGne.DE^A07,Europe,121614.7164,0,Industrials,Industrial Conglomerates,,,,,,,,
Shell Transport and Trading Company Ltd,SCz.F^G05,Europe,215995.3696,0.017138889,NULL,NULL,6.060606065,6.060606062,7.57575758,1.428571431,35.47001089,25.92986927,,
United Technologies Corp,UTXz.F^G00,Europe,95338.0607,0,Industrials,Aerospace & Defense,11.71909115,2.167530909,0.730328087,-1.406711906,6.224709621,5.454545456,,
Honeywell International Inc,ALD.F^B96,Europe,99973.02578,0,Industrials,Industrial Conglomerates,,,,,,,,
Rhone Poulenc SA,AVEPb.DE^H04,Europe,NULL,0,NULL,NULL,,,,,,,,
Rhone Poulenc SA,AVEPa.DE^J04,Europe,NULL,0,NULL,NULL,,,,,,,,
Rhone Poulenc SA,AVEPc.DE^J04,Europe,NULL,0,NULL,NULL,,,,,,,,
Bayer AG,BAYE.DE^A10,Europe,107622.017,0,Health Care,Pharmaceuticals,,,,,,,,
Bayer AG,BAYGn.DE,Europe,107622.017,238.0763784,Health Care,Pharmaceuticals,30.12517385,14.32545202,16.85674548,2.214111922,59.96059341,36.88605887,27.79840253,30.90573865
Bayer AG,BAYGy.DE,Europe,107622.017,0.057550271,Health Care,Pharmaceuticals,,,,,,,26.85143627,30.5879635
Bayer AG,BAYGe.DE^F09,Europe,107622.017,0,Health Care,Pharmaceuticals,,,,,,,,
Bayer AG,BAYGe.F^A97,Europe,107622.017,0,Health Care,Pharmaceuticals,,,,,,,,
BASF SE,BASFe.F^G02,Europe,89521.27686,0,Materials,Chemicals,,,,,,,,
BASF SE,BASFe.F^E96,Europe,89521.27686,0,Materials,Chemicals,,,,,,,,
BASF SE,BASFn.DE,Europe,89521.27686,218.2786047,Materials,Chemicals,25.63387424,11.5872211,17.26673428,5.089752329,25.00476624,6.598659041,12.88328076,10.3626943
BASF SE,BASFe.DE^D05,Europe,89521.27686,0,Materials,Chemicals,,,,,,,,
BASF SE,BASFe.F^D94,Europe,89521.27686,0,Materials,Chemicals,,,,,,,,
Deutsche Telekom AG,DTEGn.DE,Europe,81864.47203,149.4936604,Telecommunication Services,Diversified Telecommunication Services,108.2816762,37.11877015,156.6327796,87.16094032,-19.61263263,-68.67611086,10.57692307,9.935131444
Deutsche Telekom AG,DTEGne.DE^E06,Europe,81864.47203,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Deutsche Telekom AG,DTEGne.DE^A06,Europe,81864.47203,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Deutsche Telekom AG,DTEGne.BE^F04,Europe,81864.47203,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Daimler AG,DAIGe.F^E97,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DCXGne.F^D02,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DCXGne.F^D03,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DCXGa.F^L98,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAIGn.DE,Europe,79558.24849,304.7575032,Consumer Discretionary,Automobiles,1.948441245,4.181654676,-1.453836932,-5.409293628,-30.45615599,-29.43018597,12.3413934,14.7722458
Daimler AG,DAIGe.DE^D09,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAINe.DE^D14,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DCXGne.DE^D07,Europe,79558.24849,0.130165716,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAIGa.F^L98,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAIGne.F^D11,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAINe.DE^D10,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAINne.DE^F13,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAIGne.DE^D08,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAIGne.DE^E12,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DCXGne.DE^D06,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Daimler AG,DAIGe.F^G98,Europe,79558.24849,0,Consumer Discretionary,Automobiles,,,,,,,,
Vodafone Group PLC,VODz.DE^C04,Europe,68602.41219,0,Telecommunication Services,Wireless Telecommunication Services,,,,,-35.68274521,-35.68274521,,
Banco Santander SA,SANe.F^E11,Europe,95118.45484,0,Financials,Banks,,,,,,,,
Banco Santander SA,BSCHz.F^J03,Europe,95118.45484,0.00833933,Financials,Banks,28.18863499,18.69521579,19.34803948,0.549999999,25.0406321,4.769741214,,
Banco Santander SA,BDSEz.F^E95,Europe,95118.45484,0,Financials,Banks,,,,,,,,
Allianz SE,ALVGe.DE^E07,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGe.DE^F12,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVNne.HA^A14,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGe.DE^K05,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGz.F^D04,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGeb.F^I96,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGe.F^A05,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALNZe.DE^E14,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGe.DE^G08,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVNGe.DE^E16,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGne.F^G98,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGe.F^J95,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVG.DE,Europe,86849.82442,260.9502974,Financials,Insurance,57.45856354,10.46040516,24.9723757,13.13771257,47.31067416,17.87458895,23.796034,17.47311828
Allianz SE,ALVNe.DE^E15,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGne.F^E97,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Allianz SE,ALVGe.F^J92,Europe,86849.82442,0,Financials,Insurance,,,,,,,,
Volkswagen AG,VOWGe.F^D02,Europe,80096.26229,0.05416297,Consumer Discretionary,Automobiles,,,,,,,,
Volkswagen AG,VOWGv.DE^H07,Europe,80096.26229,0,Consumer Discretionary,Automobiles,,,,,,,,
Volkswagen AG,VOWG.DE,Europe,80096.26229,14.64737109,Consumer Discretionary,Automobiles,-10.97087379,-1.844660197,-19.08737864,-17.56676558,10.02830107,35.9841014,16.13029827,15.49570648
Volkswagen AG,VOWGe.DE^H06,Europe,80096.26229,0,Consumer Discretionary,Automobiles,,,,,,,,
Volkswagen AG,VOWGea.F^J01,Europe,80096.26229,0,Consumer Discretionary,Automobiles,-31.322,,-28.336,-28.336,-28.336,-1.04421E-09,,
Volkswagen AG,VOWGv_p.DE^H07,Europe,80096.26229,0,Consumer Discretionary,Automobiles,,,,,,,,
SoftBank Group Corp,SFTGe.DE^F00,Europe,83311.8874,0,Telecommunication Services,Wireless Telecommunication Services,,,,,4.242424244,4.242424244,,
Colgate-Palmolive Co,CLz.F^J96,Europe,63632.41511,0,Consumer Staples,Household Products,,,,,,,,
American Express Co,AXP.F^H95,Europe,70832.00049,0,Financials,Consumer Finance,,,,,,,,
Dow Chemical Co,DOWz.F^C01,Europe,76722.93188,0,Materials,Chemicals,14.09440404,14.28571429,5.944803749,-7.298296721,244.7053638,225.3631623,,
Bayerische Motoren Werke AG,BMWG.DE,Europe,61864.00455,166.1461413,Consumer Discretionary,Automobiles,19.8915009,-0.976491863,-6.690777576,-5.770635499,27.80929469,36.97391466,13.37472513,9.466716618
ING Groep NV,ING_r.F^J94,Europe,63097.02726,0,Financials,Banks,,,,,,,,
ING Groep NV,ING_r.D^J93,Europe,63097.02726,0,Financials,Banks,,,,,,,,
Occidental Petroleum Corp,OXY.F^B96,Europe,47052.22089,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
Henkel & Co KGaA AG,HNKG.DE,Europe,54477.09519,9.07778969,Consumer Staples,Household Products,6.088560887,0.553505537,-11.62361624,-12.11009174,14.24899721,29.27548327,11.41242334,15.40790335
Alcon Inc,AKRn.F^G11,Europe,NULL,0,Health Care,Health Care Equipment & Supplies,,,,,,,,
China Shenhua Energy Co Ltd,1088h.BE^I05,Europe,54527.38747,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
Sberbank Rossii PAO,SBNGq.F^A13,Europe,64770.70569,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,BHWG.F^I98,Europe,NULL,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,HVMB.DE^D08,Europe,NULL,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,HVMG.DE^I08,Europe,NULL,10.54492687,Financials,Banks,12.60869566,19.13043478,-1.930434781,-17.67883212,6.161436244,8.251154175,,
UniCredit Bank AG,HVMGe.DE^A05,Europe,NULL,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,HVMGe.F^E01,Europe,NULL,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,BHWGe.F^G95,Europe,NULL,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,BVMGea.F^G93,Europe,NULL,0,Financials,Banks,,,,,,,,
UniCredit Bank AG,HVMGv.DE^K05,Europe,NULL,3.053187229,Financials,Banks,,,,,,,,
Telefonica SA,TEFa.F^D02,Europe,55620.20643,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Telefonica SA,TEFz.DE^C08,Europe,55620.20643,0.009157598,Telecommunication Services,Diversified Telecommunication Services,80.20002884,31.240021,129.0240366,74.50777202,18.32001894,-48.33729216,,
Telefonica SA,TEFz.F^K95,Europe,55620.20643,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Telefonica SA,TEFza.F^C03,Europe,55620.20643,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Caterpillar Inc,CATz.F^A02,Europe,60247.19993,0.00450282,Industrials,Machinery,-20.47654195,-0.356148952,-27.18333962,-26.92307692,-3.181147855,32.96250012,,
Rio Tinto PLC,RTZLz.F^J08,Europe,73990.89723,0.052391392,Materials,Metals & Mining,11.41018481,26.66666667,5.942200279,-16.36142083,27.90953331,20.73520558,,
Bank of New York Mellon Corp,BK.DE^G07,Europe,48736.99505,0,Financials,Capital Markets,,,,,,,,
Banco Bilbao Vizcaya Argentaria S.A.,BOY2.SG^D16,Europe,53388.13366,0,Financials,Banks,,,,,,,,
Banco Bilbao Vizcaya Argentaria S.A.,BBVz.DE^J09,Europe,53388.13366,0,Financials,Banks,12.76475478,,12.76475478,12.76475478,33.39662701,18.29638372,,
Nissan Motor Co Ltd,NSANz.F^E03,Europe,40057.62527,0,Consumer Discretionary,Automobiles,-29.31034483,-7.758620691,-29.31034483,-23.36448598,6.034482759,50.00000001,,
GENR Global Earth Natural Resources Inc,2GN1.F^L12,Europe,NULL,0,NULL,NULL,,,,,,,,
Alcan Inc,ALz.F^H02,Europe,NULL,0.021148278,NULL,NULL,12.36233156,8.432762342,10.73859845,2.126512372,18.56476719,7.067245615,,
Alcan Inc,AL.F^C91,Europe,NULL,0,NULL,NULL,,,,,,,,
Fresenius SE & Co KGaA,FREG.DE,Europe,44777.33071,79.58978188,Health Care,Health Care Providers & Services,37.21804512,9.77443609,4.511278199,-4.794520545,65.21765602,58.08595863,12.65707798,11.25897129
Fresenius SE & Co KGaA,FREGe.DE^F12,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FREGe.DE^A05,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FREGe.DE^C06,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FREGe.DE^E15,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FREGe.DE^I07,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FRENe.DE^E16,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FRENe.DE^E14,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FREGe.DE^G08,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FRENe.DE^E13,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius SE & Co KGaA,FREGe.F^H02,Europe,44777.33071,0,Health Care,Health Care Providers & Services,,,,,,,,
Sony Corp,SNEz.DE^B06,Europe,42593.80972,0.015871595,Consumer Discretionary,Household Durables,123.2321012,29.85017288,124.3180945,72.75147929,15.46487995,-48.52627462,,
Zurich Insurance Group AG,ZURZ.MU^G95,Europe,41926.65962,0,Financials,Insurance,,,,,,,,
BCE Inc,BCE.F^F93,Europe,40911.74303,0,Telecommunication Services,Diversified Telecommunication Services,,,,,,,,
Canon Inc,CANNz.DE^F07,Europe,44199.67509,0.005134123,Information Technology,"Technology Hardware, Storage & Peripherals",71.24732789,0.901960784,65.23520279,63.75816834,50.22495096,-9.084173094,,
Canon Inc,6422.BE^K02,Europe,44199.67509,0,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,-7.157379326,-7.157379326,,
Deutsche Post AG,DPNe.DE^E16,Europe,44522.14634,0,Industrials,Air Freight & Logistics,,,,,,,,
Deutsche Post AG,DPWNe.DE^E13,Europe,44522.14634,0,Industrials,Air Freight & Logistics,,,,,,,,
Deutsche Post AG,DPWGn.DE,Europe,44522.14634,104.243041,Industrials,Air Freight & Logistics,,,,,7.710280374,7.710280374,14.94252874,13.6559325
Deutsche Post AG,DPWGe.DE^E15,Europe,44522.14634,0,Industrials,Air Freight & Logistics,,,,,,,,
Deutsche Post AG,DPWGe.DE^E14,Europe,44522.14634,0,Industrials,Air Freight & Logistics,,,,,,,,
Continental AG,CONGvb.DE^A08,Europe,44685.4494,78.26794681,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.DE^L04,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CON1e.DE^F13,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.DE^C06,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.F^F95,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.F^F97,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONG.DE,Europe,44685.4494,94.4682509,Consumer Discretionary,Auto Components,-2.564102563,2.871794871,-14.1025641,-16.5004985,-10.21218762,4.52909501,21.52572442,23.01706076
Continental AG,CONGe.F^H02,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.DE^F09,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.BM^F94,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGea.MU^C04,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.F^F96,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGv.DE^A08,Europe,44685.4494,13.04847382,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.DE^I07,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.DE^D08,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Continental AG,CONGe.DE^E05,Europe,44685.4494,0,Consumer Discretionary,Auto Components,,,,,,,,
Compagnie Financiere Richemont SA,RIU2q.BE^G11,Europe,43675.08553,0.000229508,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
E.ON AG,VEBGe.F^F98,Europe,NULL,0,Utilities,Multi-Utilities,,,,,,,,
Atlas Copco AB,ACOSz.F^G05,Europe,44482.33506,0.001645028,Industrials,Machinery,0,0,0,0,2.528399029,2.528399029,,
Atlas Copco AB,ACOSza.F^G05,Europe,44482.33506,0.000580768,Industrials,Machinery,0,0,0,0,2.481599707,2.481599707,,
LyondellBasell Industries NV,LYBB.DE^L10,Europe,34141.75333,0,Materials,Chemicals,,,,,,,,
adidas AG,ADSGe.DE^F04,Europe,41830.04447,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
adidas AG,ADSGe.DE^E07,Europe,41830.04447,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
adidas AG,ADSGe.DE^E06,Europe,41830.04447,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
adidas AG,ADSGe.DE^E09,Europe,41830.04447,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
adidas AG,ADSGe.F^E08,Europe,41830.04447,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
adidas AG,ADSGn.DE,Europe,41830.04447,103.1561548,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",-22.66666666,-0.679999999,-31.93333333,-31.46731105,-10.81810218,31.02139738,34.62664715,33.59970941
adidas AG,ADSGe.DE^A06,Europe,41830.04447,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
Muenchener Rueckversicherungs Gesellschaft in Muenchen AG,MUVGn.DE,Europe,29655.85668,127.9675364,Financials,Insurance,61.29032258,15.13647643,38.95781637,20.68965517,89.64318941,36.47536667,5.525243035,8.632582347
Muenchener Rueckversicherungs Gesellschaft in Muenchen AG,MUVGne.F^G02,Europe,29655.85668,0.058517978,Financials,Insurance,,,,,,,,
Audi AG,NSUG.DE,Europe,30311.053,0.035206834,Consumer Discretionary,Automobiles,,,,,,,2.535657688,5.718954249
Linde AG,LINGe.DE^F05,Europe,33308.35086,0,Materials,Chemicals,,,,,,,,
Linde AG,LINGe.F^E99,Europe,33308.35086,0,Materials,Chemicals,,,,,,,,
Linde AG,LINGe.F^E94,Europe,33308.35086,0,Materials,Chemicals,,,,,,,,
Linde AG,LINGe.DE^F08,Europe,33308.35086,0,Materials,Chemicals,,,,,,,,
Linde AG,LINGe.DE^F07,Europe,33308.35086,0,Materials,Chemicals,,,,,,,,
Linde AG,LINGe.DE^E06,Europe,33308.35086,0,Materials,Chemicals,,,,,,,,
Linde AG,LING.DE,Europe,33308.35086,79.76864523,Materials,Chemicals,-8.028310427,7.415608249,-16.57435238,-22.33377534,7.824743588,29.2465167,9.930023325,5.063694267
Mitsubishi Electric Corp,MIETz.DE^B12,Europe,29917.97014,0,Industrials,Electrical Equipment,96.78278797,10.76604555,82.81573499,65.04672897,90.90755416,4.426215921,,
Murata Manufacturing Co Ltd,MUTAz.F^C00,Europe,30185.28093,0,Information Technology,"Electronic Equipment, Instruments & Components",152.631579,74.73684211,152.631579,44.57831326,152.631579,,,
Deere & Co,DEz.F^J95,Europe,35523.58282,0,Industrials,Machinery,,,,,,,,
Medco Health Solutions Inc,MHS.F^D12,Europe,NULL,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMEGe.DE^E15,Europe,27212.62352,0.055460591,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMEGe.DE^F12,Europe,27212.62352,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMENe.DE^E14,Europe,27212.62352,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMEG_pe.DE^J06,Europe,27212.62352,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMENe.DE^E13,Europe,27212.62352,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMEG_pe.F^G02,Europe,27212.62352,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMEG.DE,Europe,27212.62352,49.41688259,Health Care,Health Care Providers & Services,21.71875,21.953125,13.8125,-6.675208201,36.98142752,20.35710271,8.600000002,12.64002213
Fresenius Medical Care AG & Co KGaA,FMEGe.F^J10,Europe,27212.62352,0,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMEGe.F^E11,Europe,27212.62352,0.080777706,Health Care,Health Care Providers & Services,,,,,,,,
Fresenius Medical Care AG & Co KGaA,FMENe.DE^E16,Europe,27212.62352,0.008309328,Health Care,Health Care Providers & Services,,,,,,,,
Hitachi Ltd,HITz.DE^G06,Europe,26657.0728,0.003489381,Information Technology,"Electronic Equipment, Instruments & Components",1.030927835,1.030927835,1.030927835,,46.82836726,45.33011861,,
HP Inc,HWPz.F^L93,Europe,31820.51675,0,Information Technology,"Technology Hardware, Storage & Peripherals",,,,,,,,
Mitsui & Co Ltd,MITSz.F^E05,Europe,25337.72726,0,Industrials,Trading Companies & Distributors,26.03850618,10,15.38461538,4.895104895,4.982155485,-9.015465246,,
Panasonic Corp,MCz.F^H06,Europe,29263.76471,0.057731468,Consumer Discretionary,Household Durables,71.72015342,30.61797753,66.85393259,27.74193548,42.47692814,-14.60978718,,
Beiersdorf AG,BEIG.DE,Europe,25024.9296,32.76002907,Consumer Staples,Personal Products,15.18642012,9.123976961,-4.061836925,-12.08333334,70.28499953,77.49453822,13.60561595,21.65274297
Beiersdorf AG,BEIGv.F^A04,Europe,25024.9296,0,Consumer Staples,Personal Products,,,,,,,,
Steinhoff International Holdings NV,SNHG.DE,Europe,21948.44169,21.54494913,Consumer Discretionary,Household Durables,,,,,,,2.739296354,8.855293718
Volvo AB,VOLVza.F^G04,Europe,34905.12303,0.005571353,Industrials,Machinery,,,,,,,,
Volvo AB,VOLVzb.F^G04,Europe,34905.12303,0.007011211,Industrials,Machinery,,,,,,,,
Innogy SE,IGY.DE,Europe,20428.15411,17.44149085,Utilities,Multi-Utilities,,,,,,,1.260737373,12.22957836
Komatsu Ltd,KOMTz.DE^C05,Europe,25900.54591,0,Industrials,Machinery,-30.60964266,-4.831449157,-30.60964266,-27.08688245,16.20353015,67.46351309,,
Repsol SA,REP3.SG^L15,Europe,23646.9678,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
Vattenfall Europe AG,VTTG.DE^D08,Europe,NULL,0.01073549,Utilities,Electric Utilities,-1.28331688,-10.16781836,-15.59723593,-6.043956043,39.97090455,65.83687288,,
Schindler Holding AG,SCHZ.MU^L95,Europe,21650.48393,0,Industrials,Machinery,,,,,,,,
Synthes Inc,SYSZn.SG^I00,Europe,NULL,0,Health Care,Health Care Equipment & Supplies,24.30939227,-1.933701656,35.35911602,38.02816901,109.9447514,55.10204082,,
Synthes Inc,STBZn.DE^I00,Europe,NULL,0,Health Care,Health Care Equipment & Supplies,,,,,,,,
Schweizerische Rueckversicherungs Gesellschaft AG,RUKZ.SG^L95,Europe,NULL,0,Financials,Insurance,,,,,,,,
Kubota Corp,KUBz.DE^D09,Europe,19508.14436,0,Industrials,Machinery,7.228915663,28.01204819,7.228915663,-16.23529412,11.02109597,3.536527704,,
Infineon Technologies AG,IFXGne.DE^I07,Europe,23451.18131,0,Information Technology,Semiconductors & Semiconductor Equipment,,,,,,,,
