Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30
Advanced Micro Devices Inc,AMD.O,United_States,12520.60315,679.5218767,Information Technology,Semiconductors & Semiconductor Equipment,242.0289855,57.24637681,175.3623188,75.11520737,60.14492753,-41.84210526,89.99999999
Eagle Pharmaceuticals Inc,EGRX.O,United_States,1385.864482,19.75551676,Health Care,Biotechnology,,,,,,,23.90917795
Proofpoint Inc,PFPT.O,United_States,3295.274532,76.04746643,Information Technology,Software,,,,,,,-2.180402337
Radius Health Inc,RDUS.O,United_States,1690.264312,28.85459861,Health Care,Biotechnology,,,,,,,-5.353682172
Ligand Pharmaceuticals Inc,LGND.O,United_States,2325.664616,19.13434252,Health Care,Biotechnology,151.0304405,20.32520325,259.7513708,198.9825581,97.99584042,-44.96314496,14.77390047
US Concrete Inc,USCR.O,United_States,985.186758,15.84674073,Materials,Construction Materials,,,,,,,26.91914022
Array Biopharma Inc,ARRY.O,United_States,1465.292814,23.6390885,Health Care,Biotechnology,,,,,2.142857143,2.142857143,43.06930693
Exact Sciences Corp,EXAS.O,United_States,3336.899589,69.43637967,Health Care,Biotechnology,,,,,,,75.49707601
SAGE Therapeutics Inc,SAGE.O,United_States,2650.304827,26.91890063,Health Care,Biotechnology,,,,,,,60.0180302
ANI Pharmaceuticals Inc,ANIP.O,United_States,627.2338063,6.465386681,Health Care,Pharmaceuticals,,,,,,,6.493506492
Aerie Pharmaceuticals Inc,AERI.O,United_States,1481.607346,14.32213228,Health Care,Pharmaceuticals,,,,,,,27.68115942
Alder Biopharmaceuticals Inc,ALDR.O,United_States,1010.729683,11.61347139,Health Care,Biotechnology,,,,,,,-22.88461538
Callidus Software Inc,CALD.O,United_States,1365.361856,7.708853625,Information Technology,Software,,,,,,,34.07643312
Merrimack Pharmaceuticals Inc,MACK.O,United_States,434.7986361,5.963633015,Health Care,Biotechnology,,,,,,,-35.83815029
Intersect ENT Inc,XENT.O,United_States,546.408593,3.93405482,Health Care,Pharmaceuticals,,,,,,,58.33333334
Benefitfocus Inc,BNFT.O,United_States,977.840892,6.597026659,Information Technology,Internet Software & Services,,,,,,,20.68965517
Applied Optoelectronics Inc,AAOI.O,United_States,937.7575581,147.4955329,Information Technology,Communications Equipment,,,,,,,117.0035149
Amicus Therapeutics Inc,FOLD.O,United_States,1096.93079,12.09000863,Health Care,Biotechnology,,,,,,,-2.599873179
Theravance Biopharma Inc,TBPH.O,United_States,2147.782014,9.05291527,Health Care,Pharmaceuticals,,,,,,,54.22562141
MeetMe Inc,MEET.O,United_States,355.3457254,8.637457994,Information Technology,Internet Software & Services,,,,,,,23.65145228
Gravity Co Ltd,GRVY.O,United_States,63.096012,1.178190995,Information Technology,Software,,,,,,,37.78452201
Centennial Resource Development Inc,CDEV.O,United_States,3423.242836,25.08016495,Energy,"Oil, Gas & Consumable Fuels",,,,,,,9.422694092
Supernus Pharmaceuticals Inc,SUPN.O,United_States,1637.445742,14.93690192,Health Care,Pharmaceuticals,,,,,,,72.03166227
Ollie's Bargain Outlet Holdings Inc,OLLI.O,United_States,2339.775572,25.7946334,Consumer Discretionary,Multiline Retail,,,,,,,42.91044777
Heska Corp,HSKA.O,United_States,765.983495,16.17734732,Health Care,Pharmaceuticals,99.99999999,29.03225806,109.6774193,62.49999999,-64.51612903,-83.07692308,77.66289184
Cara Therapeutics Inc,CARA.O,United_States,504.4576531,43.92733729,Health Care,Biotechnology,,,,,,,83.69942197
ZIOPHARM Oncology Inc,ZIOP.O,United_States,932.0091334,9.11703837,Health Care,Biotechnology,,,,,,,22.43478261
Skyline Medical Inc,SKLN.O,United_States,14.14695304,1.026736374,Health Care,Health Care Equipment & Supplies,,,,,,,-31.66144201
Coherus BioSciences Inc,CHRS.O,United_States,984.7301184,7.960615948,Health Care,Biotechnology,,,,,,,-20.49689441
Vanda Pharmaceuticals Inc,VNDA.O,United_States,679.4220108,6.168879822,Health Care,Biotechnology,,,,,,,0.660066005
Retrophin Inc,RTRX.O,United_States,746.253291,5.401953525,Health Care,Biotechnology,,,,,,,7.696536559
Acceleron Pharma Inc,XLRN.O,United_States,1275.030714,10.58846239,Health Care,Biotechnology,,,,,,,17.30017762
Carbonite Inc,CARB.O,United_States,610.2607392,9.909934906,Information Technology,Internet Software & Services,,,,,,,27.43362832
Dynavax Technologies Corp,DVAX.O,United_States,256.7159937,6.68265638,Health Care,Biotechnology,,,,,,,-46.63461538
Cerus Corp,CERS.O,United_States,451.4934818,3.182090204,Health Care,Health Care Equipment & Supplies,103.1578947,22.10526316,182.1052632,131.0344828,216.8421053,12.31343284,-16.34615385
Amarin Corporation PLC,AMRN.O,United_States,855.3975272,3.057155476,Health Care,Biotechnology,-13.30842208,-0.303654042,-12.90707219,-12.6418055,-7.722559914,5.952851056,8.219178081
Westmoreland Coal Co,WLB.O,United_States,197.9800038,4.717687771,Energy,"Oil, Gas & Consumable Fuels",8.928571428,1.07E-09,-1.08E-09,-2.15E-09,160.7142857,160.7142857,-16.39215687
Del Taco Restaurants Inc,TACO.O,United_States,506.5235613,4.944499951,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,-4.084609771
Corcept Therapeutics Inc,CORT.O,United_States,1079.090483,9.680574835,Health Care,Pharmaceuticals,,,,,,,17.1990172
INSYS Therapeutics Inc,INSY.O,United_States,811.2911738,6.781373545,Health Care,Biotechnology,,,,,,,-4.255319149
Omeros Corp,OMER.O,United_States,717.0788496,11.05279698,Health Care,Pharmaceuticals,,,,,,,76.81473456
Advaxis Inc,ADXS.O,United_States,344.928273,3.604531438,Health Care,Biotechnology,,,,,,,-9.51374207
MiMedx Group Inc,MDXG.O,United_States,1406.538662,17.95055704,Health Care,Biotechnology,,,,,,,45.6946039
Five9 Inc,FIVN.O,United_States,993.2872109,7.978987552,Information Technology,Internet Software & Services,,,,,,,30.60128848
Habit Restaurants Inc,HABT.O,United_States,491.4105651,4.36184178,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,29.89690722
Mindbody Inc,MB.O,United_States,1161.587045,6.857995005,Information Technology,Internet Software & Services,,,,,,,40
tronc Inc,TRNC.O,United_States,522.5702926,2.220686995,Consumer Discretionary,Media,,,,,,,25.78947369
Xencor Inc,XNCR.O,United_States,1195.546879,5.288946311,Health Care,Biotechnology,,,,,,,29.18973327
Heron Therapeutics Inc,HRTX.O,United_States,824.2475071,7.685558745,Health Care,Biotechnology,40.35087719,8.771929825,45.61403509,33.87096774,-33.33333333,-54.21686747,-4.361370715
Dennys Corp,DENN.O,United_States,895.1329189,3.788051128,Consumer Discretionary,"Hotels, Restaurants & Leisure",-38.46153846,-28.2051282,-39.74358974,-16.07142857,-74.35897436,-57.44680851,14.82820976
FairPoint Communications Inc,FRP.O,United_States,464.5651181,2.285279365,Telecommunication Services,Diversified Telecommunication Services,,,,,,,3.963414636
Energous Corp,WATT.O,United_States,259.037388,4.963451968,Industrials,Electrical Equipment,,,,,,,-17.51633987
GenMark Diagnostics Inc,GNMK.O,United_States,603.6138929,2.781928884,Health Care,Health Care Equipment & Supplies,,,,,,,5.950413222
CoLucid Pharmaceuticals Inc,CLCD.O,United_States,NULL,11.28956489,Health Care,Biotechnology,,,,,,,59.05982906
Keryx Biopharmaceuticals Inc,KERX.O,United_States,637.4951526,5.314101277,Health Care,Biotechnology,,,,,0.621118017,0.621118017,23.5908142
Pacific Ethanol Inc,PEIX.O,United_States,291.1968964,4.938137636,Energy,"Oil, Gas & Consumable Fuels",,,,,,,-1.449275364
Radcom Ltd,RDCM.O,United_States,221.2969548,0.563383795,Information Technology,Communications Equipment,253.3333333,101.6666667,380,138.0165289,-26.66666667,-84.72222222,4.657534248
Immunomedics Inc,IMMU.O,United_States,607.8355579,12.24860988,Health Care,Biotechnology,1777.272727,6.818181819,2700,2521.276596,1463.636364,-44.15584415,150.2183406
Freshpet Inc,FRPT.O,United_States,399.3208948,1.990766152,Consumer Staples,Food Products,,,,,,,40.71856288
Corbus Pharmaceuticals Holdings Inc,CRBP.O,United_States,361.0349424,10.70609654,Health Care,Biotechnology,,,,,,,26.31578947
Lantheus Holdings Inc,LNTH.O,United_States,481.978952,3.72836468,Health Care,Health Care Equipment & Supplies,,,,,,,43.64640885
SAExploration Holdings Inc,SAEX.O,United_States,51.4719095,0.991444058,Energy,Energy Equipment & Services,,,,,,,-12.55961844
BNC Bancorp,BNCN.O,United_States,1746.366297,8.089967173,Financials,Banks,2.993383145,,6.37021538,6.37021538,-14.18822673,-19.32725438,35.62309113
Agenus Inc,AGEN.O,United_States,312.3274942,3.691854656,Health Care,Biotechnology,-66.80244399,,-27.49490835,-27.49490835,-81.97556008,-75.14044944,-15.72769953
Accelerate Diagnostics Inc,AXDX.O,United_States,1419.309091,5.912783935,Health Care,Life Sciences Tools & Services,,,,,,,18.69565218
NMI Holdings Inc,NMIH.O,United_States,689.8627764,4.541116589,Financials,Thrifts & Mortgage Finance,,,,,,,38.09523809
AtriCure Inc,ATRC.O,United_States,695.947038,2.424689285,Health Care,Health Care Equipment & Supplies,,,,,,,17.00913242
inContact Inc,SAAS.O,United_States,NULL,4.528792691,NULL,NULL,215.3846154,,207.6923077,207.6923077,-40.38461538,-80.625,0.502873563
Trade Desk Inc,TTD.O,United_States,1461.559882,18.6617066,Information Technology,Internet Software & Services,,,,,,,63.81578947
Apptio Inc,APTI.O,United_States,499.9706474,4.224027313,Information Technology,Internet Software & Services,,,,,,,-35.58736426
National General Holdings Corp,NGHC.O,United_States,2421.861165,7.753023091,Financials,Insurance,,,,,,,10.86007971
Organovo Holdings Inc,ONVO.O,United_States,302.7907545,2.56187283,Health Care,Biotechnology,,,,,,,2.473498236
Qunar Cayman Islands Ltd,QUNR.O,United_States,4444.285902,3.56212972,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,1.130695049
Aratana Therapeutics Inc,PETX.O,United_States,235.3346152,2.050209842,Health Care,Pharmaceuticals,,,,,,,-18.09775429
United Insurance Holdings Corp,UIHC.O,United_States,331.5480381,2.0317428,Financials,Insurance,,,,,,,37.48837543
iRhythm Technologies Inc,IRTC.O,United_States,784.2245082,11.88708696,Health Care,Health Care Equipment & Supplies,,,,,,,51.3942514
Flexion Therapeutics Inc,FLXN.O,United_States,648.1744937,16.59465876,Health Care,Biotechnology,,,,,,,13.64142539
Esperion Therapeutics Inc,ESPR.O,United_States,806.3783585,36.97195442,Health Care,Biotechnology,,,,,,,265.9160696
PGT Inc,PGTI.O,United_States,543.5032556,2.500565616,Industrials,Building Products,,,,,,,10.1010101
VASCO Data Security International Inc,VDSI.O,United_States,542.67246,2.623080982,Information Technology,Software,492.8571428,-14.28571429,592.8571428,708.3333333,53.57142857,-77.83505155,-1.60E-09
Revance Therapeutics Inc,RVNC.O,United_States,655.1454308,2.630958397,Health Care,Pharmaceuticals,,,,,,,64.77272727
Bellicum Pharmaceuticals Inc,BLCM.O,United_States,442.2597857,8.097316764,Health Care,Biotechnology,,,,,,,-24.59108855
Abeona Therapeutics Inc,ABEO.O,United_States,227.4412133,1.128271107,Health Care,Biotechnology,-2.631578947,,,,-28.83617494,-28.83617494,6.603773587
Eagle Bancorp Inc,EGBN.O,United_States,2043.192354,7.23156927,Financials,Banks,14.48009614,5,17.34210526,11.75438596,20.66222318,2.829434423,23.50515463
Sequential Brands Group Inc,SQBG.O,United_States,211.8383314,1.04098381,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,-24.60850112
Phibro Animal Health Corp,PAHC.O,United_States,1172.664675,1.840022043,Health Care,Pharmaceuticals,,,,,,,12.84745083
NanoString Technologies Inc,NSTG.O,United_States,379.133299,2.431525872,Health Care,Life Sciences Tools & Services,,,,,,,-18.62197393
La Jolla Pharmaceutical Co,LJPC.O,United_States,641.580224,17.42249295,Health Care,Biotechnology,1400,14.28571429,2657.142857,2312.5,978.5714286,-60.88082901,71.39479904
Sucampo Pharmaceuticals Inc,SCMP.O,United_States,441.0643626,6.861797295,Health Care,Pharmaceuticals,,,,,,,-10.57268723
Newtek Business Services Corp,NEWT.O,United_States,285.4963683,2.388506281,Financials,Capital Markets,807.6923077,7.692307692,1038.461538,957.1428572,284.6153846,-66.21621622,20.22991982
Ocular Therapeutix Inc,OCUL.O,United_States,289.1207126,5.488221488,Health Care,Pharmaceuticals,,,,,,,90.07633587
Intellia Therapeutics Inc,NTLA.O,United_States,524.8940993,2.537362465,Health Care,Biotechnology,,,,,,,-1.620526672
NewLink Genetics Corp,NLNK.O,United_States,546.1065677,21.62949989,Health Care,Biotechnology,,,,,,,66.42920749
Invuity Inc,IVTY.O,United_States,152.771274,0.535364464,Health Care,Health Care Equipment & Supplies,,,,,,,56.52173913
Minerva Neurosciences Inc,NERV.O,United_States,278.9570272,0.887629075,Health Care,Biotechnology,,,,,,,-28.30188679
Gores Holdings Inc,TWNK.O,United_States,1701.760617,37.8700627,Consumer Staples,Food Products,,,,,,,42.83333333
Hudson Technologies Inc,HDSN.O,United_States,294.9281851,2.320777321,Industrials,Commercial Services & Supplies,-26,-34,-32,3.030303033,-50,-26.47058823,5.029585801
Mitek Systems Inc,MITK.O,United_States,291.58787,3.927255059,Information Technology,Software,184.1269841,-9.523809525,201.5873016,233.3333333,-85.71428571,-95.26315789,36.71875001
PCM Inc,PCMI.O,United_States,314.4242808,3.549188191,Information Technology,"Electronic Equipment, Instruments & Components",60.55045872,32.11009174,70.64220184,29.16666667,-83.48623853,-90.32258064,32.28346457
Neogenomics Inc,NEO.O,United_States,598.1128875,3.37324944,Health Care,Life Sciences Tools & Services,6.666666669,35.11111111,13.77777778,-15.78947368,-77.35294117,-80.09535845,-8.038976857
Malibu Boats Inc,MBUU.O,United_States,408.3166771,3.159118619,Consumer Discretionary,Leisure Products,,,,,,,43.91005621
FuelCell Energy Inc,FCEL.O,United_States,48.84919975,2.578643125,Industrials,Electrical Equipment,369.4999765,40.24999299,417.4999741,268.9839572,722.7499589,58.98550725,-61.66666667
Helios and Matheson Analytics Inc,HMNY.O,United_States,15.53215615,0.38419812,Information Technology,IT Services,,,,,,,-51.01663586
TPI Composites Inc,TPIC.O,United_States,662.929358,2.35693254,Industrials,Electrical Equipment,,,,,,,29.02166776
Federated National Holding Co,FNHC.O,United_States,222.7654699,1.312583944,Financials,Insurance,41.86349455,-3.308128543,51.32106085,56.49822324,30.71230575,-13.61922457,3.636479394
Quotient Ltd,QTNT.O,United_States,248.6451878,0.900182885,Health Care,Health Care Equipment & Supplies,,,,,,,67.73399015
Talend SA,TLND.O,United_States,853.0021601,3.372566416,Information Technology,Software,,,,,,,29.86956522
AxoGen Inc,AXGN.O,United_States,403.3811172,2.373563661,Health Care,Health Care Equipment & Supplies,63.79724393,8.233815211,41.46125612,30.69968554,-43.93544551,-60.36755503,54.43037975
Primo Water Corp,PRMW.O,United_States,353.9933945,2.75992639,Consumer Staples,Beverages,,,,,,,-0.166805668
LeMaitre Vascular Inc,LMAT.O,United_States,556.396043,3.197667481,Health Care,Health Care Equipment & Supplies,,,,,,,37.21956989
Proteostasis Therapeutics Inc,PTI.O,United_States,151.2703339,1.85412724,Health Care,Biotechnology,,,,,,,-35
Eleven Biotherapeutics Inc,EBIO.O,United_States,46.9314174,0.918717066,Health Care,Biotechnology,,,,,,,14.45783132
Clearside Biomedical Inc,CLSD.O,United_States,201.3881274,1.179961817,Health Care,Pharmaceuticals,,,,,,,-52.36385398
Adamas Pharmaceuticals Inc,ADMS.O,United_States,365.6340979,2.012074962,Health Care,Biotechnology,,,,,,,13.04347826
OvaScience Inc,OVAS.O,United_States,53.84980724,1.019161867,Health Care,Biotechnology,,,,,,,-55.84795322
Trupanion Inc,TRUP.O,United_States,472.8938365,1.339050232,Financials,Insurance,,,,,,,7.728813561
Senomyx Inc,SNMX.O,United_States,49.88994465,0.206111205,Materials,Chemicals,,,,,,,-11.76470588
ContraVir Pharmaceuticals Inc,CTRV.O,United_States,63.59417232,2.290927839,Health Care,Pharmaceuticals,,,,,,,-58.82352941
Oculus Innovative Sciences Inc,OCLS.O,United_States,29.08092516,0.317833194,Health Care,Pharmaceuticals,,,,,,,50.66666666
Lands End Inc,LE.O,United_States,755.8928724,1.732103784,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,40.89552239
Egalet Corp,EGLT.O,United_States,97.65228732,1.202976517,Health Care,Pharmaceuticals,,,,,,,-29.65009208
Autobytel Inc,ABTL.O,United_States,145.1484662,1.101650854,Information Technology,Internet Software & Services,-46.10655738,-3.278688526,-29.09836065,-26.69491525,-83.60655738,-76.87861272,8.616404305
Atlas Financial Holdings Inc,AFH.O,United_States,154.1375304,0.852667595,Financials,Insurance,,,,,,,-19.56521739
Crispr Therapeutics AG,CRSP.O,United_States,685.1973553,1.360278232,Health Care,Biotechnology,,,,,,,7.111390812
Everbridge Inc,EVBG.O,United_States,642.3988135,7.047378202,Information Technology,Software,,,,,,,60.84546085
EMCORE Corp,EMKR.O,United_States,239.260689,3.169166618,Information Technology,Communications Equipment,802.4509804,47.05882353,1005.882353,652,637.2549019,-33.33333333,41.73228346
Natural Health Trends Corp,NHTC.O,United_States,325.2854052,1.820685571,Consumer Staples,Personal Products,-46.57534246,-1.369863013,-42.46575342,-41.66666666,-99.34246575,-98.85714286,38.38984618
China Customer Relations Centers Inc,CCRC.O,United_States,273.844224,1.805296936,Information Technology,IT Services,,,,,,,0.268456376
Chimerix Inc,CMRX.O,United_States,278.4020873,1.799521305,Health Care,Biotechnology,,,,,,,45.85365854
Rockwell Medical Inc,RMTI.O,United_States,443.1383146,2.972584522,Health Care,Health Care Equipment & Supplies,40,4.444444443,75.55555555,68.08510638,-73.33333333,-84.81012658,90.68736142
TG Therapeutics Inc,TGTX.O,United_States,738.3218278,16.11395656,Health Care,Biotechnology,250.3924647,7.692307693,382.2605966,347.8134111,-60.43956044,-91.796875,108.490566
Ocean Power Technologies Inc,OPTT.O,United_States,16.66138188,3.57202314,Industrials,Electrical Equipment,,,,,,,-38.62660944
Vuzix Corp,VUZI.O,United_States,119.21776,1.105903575,Consumer Discretionary,Household Durables,,,,,,,-4.06504065
Tandem Diabetes Care Inc,TNDM.O,United_States,47.48223456,0.780005053,Health Care,Health Care Equipment & Supplies,,,,,,,-47.07222222
Real Goods Solar Inc,RGSE.O,United_States,9.3511325,0.902139721,Industrials,Electrical Equipment,,,,,,,-95.2112784
Veracyte Inc,VCYT.O,United_States,286.8782393,0.767085832,Health Care,Health Care Equipment & Supplies,,,,,,,25.66765579
Paratek Pharmaceuticals Inc,PRTK.O,United_States,581.9594781,25.66272775,Health Care,Pharmaceuticals,,,,,,,92.37668161
Dipexium Pharmaceuticals Inc,DPRX.O,United_States,11.5814655,0.079951729,Health Care,Pharmaceuticals,,,,,,,-35.546875
Idera Pharmaceuticals Inc,IDRA.O,United_States,350.4987024,3.60163873,Health Care,Biotechnology,,,,,,,55.62913907
WAVE Life Sciences Ltd,WVE.O,United_States,584.8442296,4.933300807,Health Care,Pharmaceuticals,,,,,,,-33.2278481
Rapid7 Inc,RPD.O,United_States,726.2454122,2.671610052,Information Technology,Software,,,,,,,20.81254454
Rewalk Robotics Ltd,RWLK.O,United_States,24.59198323,0.166315616,Health Care,Health Care Equipment & Supplies,,,,,,,-45.37037037
Loxo Oncology Inc,LOXO.O,United_States,1204.319581,9.308580657,Health Care,Biotechnology,,,,,,,133.5699797
Zynerba Pharmaceuticals Inc,ZYNE.O,United_States,277.9803634,10.65005846,Health Care,Pharmaceuticals,,,,,,,61.2605688
Aquinox Pharmaceuticals Inc,AQXP.O,United_States,343.851842,1.421327014,Health Care,Biotechnology,,,,,,,24.72387425
Plug Power Inc,PLUG.O,United_States,549.8964173,45.22600473,Industrials,Electrical Equipment,431.25,5.468750003,632.03125,594.0740741,-8.203125001,-87.45997866,77.77777778
Lion Biotechnologies Inc,LBIO.O,United_States,427.1622257,1.788398341,Health Care,Biotechnology,,,,,,,9.599999997
Zogenix Inc,ZGNX.O,United_States,272.948984,1.319636982,Health Care,Pharmaceuticals,,,,,,,18.91891892
Tuniu Corp,TOUR.O,United_States,1030.923363,1.533462432,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,-6.833712983
Global Eagle Entertainment Inc,ENT.O,United_States,264.4602064,2.29000467,Consumer Discretionary,Media,,,,,,,-62.14896215
Cemtrex Inc,CETX.O,United_States,32.10538496,0.594715351,Industrials,Commercial Services & Supplies,,,,,,,-24.67817659
Access National Corp,ANCX.O,United_States,305.0199877,1.553258725,Financials,Banks,,,,,,,17.40520162
Sophiris Bio Inc,SPHS.O,United_States,77.61751909,0.664222169,Health Care,Biotechnology,,,,,,,9.689361701
Gevo Inc,GEVO.O,United_States,15.50674736,0.751228031,Energy,"Oil, Gas & Consumable Fuels",,,,,,,-85.30658378
Sorrento Therapeutics Inc,SRNE.O,United_States,99.2298489,3.21089382,Health Care,Biotechnology,,,,,,,-64.54545455
Health Insurance Innovations Inc,HIIQ.O,United_States,262.2857375,4.964885677,Financials,Insurance,,,,,,,172.3577236
Anavex Life Sciences Corp,AVXL.O,United_States,231.5269377,2.333927003,Health Care,Biotechnology,,,,,,,87.04318938
Aqua Metals Inc,AQMS.O,United_States,321.10551,8.418508856,Industrials,Commercial Services & Supplies,,,,,,,63.6904762
Hallador Energy Co,HNRG.O,United_States,196.7716253,0.845428772,Energy,"Oil, Gas & Consumable Fuels",0,,0,0,26.31578947,26.31578947,-26.01187238
pSivida Corp,PSDV.O,United_States,58.78443828,0.739069963,Health Care,Life Sciences Tools & Services,,,,,,,-13.13131313
BioDelivery Sciences International Inc,BDSI.O,United_States,100.0321062,0.71689614,Health Care,Pharmaceuticals,,,,,,,-6.410256411
Regulus Therapeutics Inc,RGLS.O,United_States,82.4326115,1.237324582,Health Care,Biotechnology,,,,,,,-29.54545455
Alcobra Ltd,ADHD.O,United_States,31.69721425,0.507771273,Health Care,Pharmaceuticals,,,,,,,-39.79057592
Enphase Energy Inc,ENPH.O,United_States,100.2889541,0.507990245,Industrials,Electrical Equipment,,,,,,,-0.83333333
Ardelyx Inc,ARDX.O,United_States,634.9825304,2.022808759,Health Care,Biotechnology,,,,,,,2.681992341
Flamel Technologies SA,FLML.O,United_States,392.6919675,2.025404706,Health Care,Pharmaceuticals,67.03296704,-29.67032967,258.2417582,409.375,154.945055,-28.83435583,2.483801294
Psychemedics Corp,PMD.O,United_States,104.1263954,0.446426962,Health Care,Health Care Providers & Services,14.28571429,1.428571429,15.71428572,14.08450704,17.71428572,1.728395065,-17.3500197
QCR Holdings Inc,QCRH.O,United_States,600.1515864,2.357064027,Financials,Banks,-27.48091603,-2.290076337,-27.48091603,-25.78125,-38.16793893,-14.7368421,35.59354859
USA Technologies Inc,USAT.O,United_States,197.6056075,0.685147689,Information Technology,"Technology Hardware, Storage & Peripherals",46.875,-6.250000001,92.18749999,105,-53.125,-75.6097561,13.95348837
Stemline Therapeutics Inc,STML.O,United_States,222.9792205,1.474198557,Health Care,Biotechnology,,,,,,,-19.09090909
Gaia Inc,GAIA.O,United_States,165.9202145,0.754540811,Consumer Discretionary,Internet & Direct Marketing Retail,174.5098039,10.78431373,190.1960784,161.9469027,142.1568627,-16.55405406,35.18518519
Overstock com Inc,OSTK.O,United_States,444.0056371,1.135535555,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,8.777429467
Oxford Immunotec Global PLC,OXFD.O,United_States,351.4409459,1.27764041,Health Care,Health Care Equipment & Supplies,,,,,,,8.2278481
Anthera Pharmaceuticals Inc,ANTH.O,United_States,26.51240988,0.960494932,Health Care,Biotechnology,,,,,,,-86.58536585
Intersections Inc,INTX.O,United_States,118.293152,0.226994466,Industrials,Commercial Services & Supplies,,,,,,,126.9767442
Sears Hometown and Outlet Stores Inc,SHOS.O,United_States,76.0990422,0.241392534,Consumer Discretionary,Specialty Retail,,,,,,,-36.19047619
Planet Payment Inc,PLPM.O,United_States,207.4778371,0.593099468,Information Technology,IT Services,,,,,,,19.48424069
CyberOptics Corp,CYBE.O,United_States,150.3189161,3.453677125,Information Technology,Semiconductors & Semiconductor Equipment,140.7801419,7.80141844,135.4609929,118.4210526,44.14892897,-38.78012354,-17.36641222
Biospecifics Technologies Corp,BSTC.O,United_States,406.8397623,1.739702182,Health Care,Biotechnology,60.53511705,-23.1884058,197.2872538,287.0343493,-61.964719,-87.20588235,32.51576734
NV5 Global Inc,NVEE.O,United_States,409.7417454,2.692893855,Industrials,Construction & Engineering,,,,,,,30.5227656
Kona Grill Inc,KONA.O,United_States,57.4642308,0.634077695,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,-45.45454545
Delcath Systems Inc,DCTH.O,United_States,6.694020289,0.82694662,Health Care,Health Care Equipment & Supplies,,,,,,,-96.40243902
State Bank Financial Corp,STBZ.O,United_States,1045.906993,3.429587116,Financials,Banks,,,,,,,23.75084776
RMR Group Inc,RMR.O,United_States,1639.598288,1.940909389,Real Estate,Real Estate Management & Development,,,,,,,49.34052261
Inotek Pharmaceuticals Corp,ITEK.O,United_States,53.972636,1.913364693,Health Care,Biotechnology,,,,,,,-70.14925373
Technical Communications Corp,TCCO.O,United_States,4.394546215,0.018124857,Information Technology,Communications Equipment,99.99999999,26.08695652,84.78260869,46.55172414,-34.78260869,-64.70588235,1.638297871
AC Immune Ltd,ACIU.O,United_States,542.1858936,0.411123507,Health Care,Biotechnology,,,,,,,-9.22053232
Boulevard Acquisition Corp II,BLVD.O,United_States,827.8965,1.157709722,NULL,NULL,,,,,,,1.729399798
MannKind Corp,MNKD.O,United_States,83.67012851,2.906580077,Health Care,Biotechnology,,,,,,,-59.15848527
SCYNEXIS Inc,SCYX.O,United_States,71.16508934,0.724561121,Health Care,Pharmaceuticals,,,,,,,-13.66459628
Novan Inc,NOVN.O,United_States,86.87404192,2.45281896,Health Care,Pharmaceuticals,,,,,,,-74.0952381
Ra Pharmaceuticals Inc,RARX.O,United_States,532.5995372,1.656691518,Health Care,Biotechnology,,,,,,,80.84291187
Entellus Medical Inc,ENTL.O,United_States,311.6514355,1.346589059,Health Care,Health Care Equipment & Supplies,,,,,,,-13.39829476
Cidara Therapeutics Inc,CDTX.O,United_States,130.4008645,1.053209064,Health Care,Biotechnology,,,,,,,-13.88888889
Achaogen Inc,AKAO.O,United_States,863.2205624,14.92343171,Health Care,Pharmaceuticals,,,,,,,458.700696
Ignyta Inc,RXDX.O,United_States,370.255326,2.850722216,Health Care,Biotechnology,,,,,,,73.52941177
Corvus Pharmaceuticals Inc,CRVS.O,United_States,207.879724,5.047271727,Health Care,Biotechnology,,,,,,,-30.36465638
Abraxas Petroleum Corp,AXAS.O,United_States,306.3887569,3.000484162,Energy,"Oil, Gas & Consumable Fuels",,,,,45.83333333,45.83333333,17.61006289
Ekso Bionics Holdings Inc,EKSO.O,United_States,73.82755584,0.597853749,Health Care,Health Care Equipment & Supplies,,,,,,,-29.58435207
Timberland Bancorp Inc,TSBK.O,United_States,162.0412226,0.127578549,Financials,Thrifts & Mortgage Finance,-10.01102618,9.21312695,-7.145135296,-14.97829309,24.78959443,34.39209117,33.52759854
Genocea Biosciences Inc,GNCA.O,United_States,182.1339783,2.020695046,Health Care,Biotechnology,,,,,,,75.06849315
Medgenics Inc,MDGN.O,United_States,59.3757488,1.01925578,Health Care,Biotechnology,,,,,,,-65.29284165
Second Sight Medical Products Inc,EYES.O,United_States,65.38412964,1.000966682,Health Care,Health Care Equipment & Supplies,,,,,,,-34.09090909
STAAR Surgical Co,STAA.O,United_States,423.7744264,0.646972589,Health Care,Health Care Equipment & Supplies,,,,,,,13.66120218
