Name (or Code),RIC,Country,Market Capitalisation (million USD),adv(million USD),GICS Sector,GICS Industry,99/10/18-00/4/1,99/10/18-99/11/19,99/10/18-00/3/6,99/11/19-00/3/6,99/10/18-00/12/31,00/3/6-00/12/31,16/11/8-17/4/30,16/12/1-17/4/30
E Tung Properties,ETPR.HK^A90,Hong_Kong,NULL,0.001604555,NULL,NULL,,,,,,,,
Shanxi Central Pharmaceutical International Ltd,2968.HK^H01,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Novel Enterprises Ltd,0178.HK^A95,Hong_Kong,NULL,0.201347966,NULL,NULL,,,,,,,,
Grand Hotel Holdings Ltd,0195.HK^B03,Hong_Kong,NULL,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",-8.182692306,1.091783218,-4.472902096,-5.504587155,-22.1469813,-18.50163943,,
China Primary Energy Holdings Ltd,8391.HK^F05,Hong_Kong,114.8532644,0,Materials,Chemicals,,,,,,,,
Eternity Investment Ltd,2993.HK^B04,Hong_Kong,85.5573703,0,Financials,Diversified Financial Services,,,,,,,,
GreaterChina Professional Services Ltd,8387.HK^C16,Hong_Kong,368.5105652,0,Financials,Capital Markets,,,,,,,,
Good Resources Holdings Ltd,2953.HK^E01,Hong_Kong,370.3784394,0,Financials,Diversified Financial Services,,,,,,,,
International Entertainment Corp,8395.HK^F02,Hong_Kong,266.7193684,0,Real Estate,Real Estate Management & Development,,,,,,,,
Wheelock Properties Ltd,0153.HK^I00,Hong_Kong,NULL,0.010831382,NULL,NULL,-32.90368147,-17.42738589,-24.51664165,-8.585480594,-25.77469762,-1.666666666,,
B & B Asia Ltd,0134.HK^E95,Hong_Kong,NULL,0.113379049,NULL,NULL,,,,,,,,
Best Wide Group Ltd,0464.HK^K01,Hong_Kong,NULL,0,NULL,NULL,0,0,0,0,0,0,,
Grand Hotel Holdings Ltd,LPPHa.HK^H88,Hong_Kong,NULL,0.02777093,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
China Auto System Technologies Ltd,1283.HK^D11,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Sungala,GALH.HK^F88,Hong_Kong,NULL,0.008638808,NULL,NULL,,,,,,,,
Orient Power Holdings Ltd,0615.HK^C08,Hong_Kong,NULL,0,NULL,NULL,15.78947369,-17.54385965,24.56140352,51.06382979,-20.17543859,-35.91549296,,
SUPERFORD FINANCIAL HOLDINGS (BERM) **,SFFH.HK^B90,Hong_Kong,NULL,0.008121683,NULL,NULL,,,,,,,,
HKC Holdings Ltd,2947.HK^H07,Hong_Kong,361.041663,0,Real Estate,Real Estate Management & Development,,,,,,,,
China Renewable Energy Investment Ltd,0987.HK^E02,Hong_Kong,78.73853657,0,Utilities,Independent Power and Renewable Electricity Producers,0,0,0,0,0,0,,
Orient Overseas International Ltd,OOVH.HK^G92,Hong_Kong,3339.044695,0,Industrials,Marine,,,,,,,,
Asia Orient Holdings Ltd,2986.HK^L02,Hong_Kong,218.3863653,0,Real Estate,Real Estate Management & Development,,,,,,,,
ETS Group Ltd,8375.HK^B14,Hong_Kong,54.71984366,0,Industrials,Commercial Services & Supplies,,,,,,,,
Veeko International Holdings Ltd,2925.HK^J00,Hong_Kong,56.82115969,0,Consumer Discretionary,Specialty Retail,,,,,-4,-4,,
National United Resources Holdings Ltd,2965.HK^G01,Hong_Kong,117.0136374,0,Industrials,Trading Companies & Distributors,,,,,,,,
Kunlun Energy Co Ltd,2963.HK^L09,Hong_Kong,7296.266789,0,Energy,"Oil, Gas & Consumable Fuels",,,,,,,,
China Household Holdings Ltd,2946.HK^K13,Hong_Kong,319.1021595,0,Consumer Discretionary,Specialty Retail,,,,,,,,
SSY Group Ltd,2945.HK^K12,Hong_Kong,1088.105511,0,Health Care,Pharmaceuticals,,,,,,,,
Trillion Grand Corporate Company Ltd,8377.HK^G10,Hong_Kong,31.41087148,0,Information Technology,IT Services,,,,,,,,
Sinocan Holdings Ltd,1095.HK^K04,Hong_Kong,NULL,0,Materials,Containers & Packaging,101.3888889,-13.88888889,73.61111112,101.6129032,-45.83333333,-68.8,,
Industrial Equity (Pacific) Ltd,IEQH.HK^G91,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Changchun Da Xing Pharmaceutical Co Ltd,8067.HK^J08,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
China Metal Recycling Holdings Ltd,0773.HK^B16,Hong_Kong,1431.462549,0,Materials,Metals & Mining,,,,,,,,
Chinese Estates Holdings Ltd,2907.HK^E04,Hong_Kong,2933.364728,0,Real Estate,Real Estate Management & Development,,,,,,,,
Sunstate Finance,SSFN.HK^A90,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Carnival Group International Holdings Ltd,2994.HK^H05,Hong_Kong,1735.29833,0,Real Estate,Real Estate Management & Development,,,,,,,,
China Primary Energy Holdings Ltd,8376.HK^F06,Hong_Kong,114.8532644,0,Materials,Chemicals,,,,,,,,
China Daye Non-Ferrous Metals Mining Ltd,2945.HK^H07,Hong_Kong,262.1928166,0,Materials,Metals & Mining,,,,,,,,
Peace Mark Holdings Ltd,2912.HK^C02,Hong_Kong,NULL,0,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",,,,,,,,
Resourcehouse Pty Ltd,0394.HK^J12,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Manor House Holdings Ltd,MNRH.HK^E88,Hong_Kong,NULL,0.032218406,NULL,NULL,,,,,,,,
Jardine International Motor Hldg Ltd,100.HK^K93,Hong_Kong,NULL,0,NULL,NULL,,,,,,,,
Hale Corp Ltd,HUNT.HK^B90,Hong_Kong,NULL,0.12434834,NULL,NULL,,,,,,,,
China Netcom Technology Holdings Ltd,8391.HK^L05,Hong_Kong,112.8760767,0,Consumer Discretionary,"Hotels, Restaurants & Leisure",,,,,,,,
